# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 28 09:08:31 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr in [0.1,1]
# CONSTRAINT:  and pl_radestr in [0.5,3]
# CONSTRAINT:  and st_massstr in [0.1,1])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-106 e,Kepler-106,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,43.84444353,0.00009688,-0.00009688,0,0.238800,,,0,2.580,0.470,-0.250,0,,,,,,,,,,,,,,0.000000,,,0,19.88,10.01,-4.96,0,538,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5881.00,112.00,-120.00,0,1.03,0.19,-0.10,0,0.94,0.07,-0.06,0,-0.160,0.160,-0.140,0,[Fe/H],4.39,0.09,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.8640060,+44d20m15.18s,44.3375497,444.3220000,6.1010000,-5.9410000,12.9230000,0.0800000,-0.0800000,11.4310000,0.0180000,-0.0180000,12.8391000,0.0001860,-0.0001860,2014-11-21,2014-12-18,2014-11-21
Kepler-106 e,Kepler-106,0,1,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,43.84444353,0.00009688,-0.00009688,0,0.238800,,,0,2.580,0.470,-0.250,0,,,,,,,,,,,,,,0.000000,,,0,19.88,10.01,-4.96,0,538,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5881.00,112.00,-120.00,0,1.03,0.19,-0.10,0,0.94,0.07,-0.06,0,-0.160,0.160,-0.140,0,[Fe/H],4.39,0.09,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.8640060,+44d20m15.18s,44.3375497,444.3220000,6.1010000,-5.9410000,12.9230000,0.0800000,-0.0800000,11.4310000,0.0180000,-0.0180000,12.8391000,0.0001860,-0.0001860,2015-08-25,2015-09-24,2015-08-25
Kepler-1060 b,Kepler-1060,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,46.87767240,0.00031070,-0.00031070,0,0.249500,,,0,2.620,0.350,-0.230,0,,,,,,,,,,,,,,0.000000,,,0,13.01,4.54,-2.81,0,484,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5504.00,74.00,-82.00,0,0.99,0.13,-0.09,0,0.94,0.06,-0.04,0,0.200,0.150,-0.150,0,[Fe/H],4.42,0.09,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m06.05s,286.0252285,+39d37m51.31s,39.6309204,946.5650000,20.8270000,-19.9630000,14.8270000,0.1260000,-0.1260000,12.9640000,0.0300000,-0.0300000,14.6366000,0.0003950,-0.0003950,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1126 b,Kepler-1126,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,108.59332900,0.00100300,-0.00100300,0,0.435800,,,0,1.580,0.690,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,4.67,5.86,-1.07,0,375,,,0,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6106.00,152.00,-174.00,0,0.84,0.36,-0.06,0,0.94,0.10,-0.11,0,-0.500,0.300,-0.280,0,[Fe/H],4.56,0.03,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,12.5340000,0.0300000,-0.0300000,14.0207000,0.0002230,-0.0002230,2015-08-25,2015-09-24,2015-08-25
Kepler-1126 b,Kepler-1126,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,108.59332900,0.00100300,-0.00100300,0,0.435800,,,0,1.580,0.690,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,4.67,5.86,-1.07,0,375,,,0,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6106.00,152.00,-174.00,0,0.84,0.36,-0.06,0,0.94,0.10,-0.11,0,-0.500,0.300,-0.280,0,[Fe/H],4.56,0.03,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,12.5340000,0.0300000,-0.0300000,14.0207000,0.0002230,-0.0002230,2014-11-21,2014-12-18,2014-11-21
Kepler-1126 b,Kepler-1126,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,108.59332900,0.00100300,-0.00100300,0,0.435800,,,0,1.580,0.690,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,4.67,5.86,-1.07,0,375,,,0,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6106.00,152.00,-174.00,0,0.84,0.36,-0.06,0,0.94,0.10,-0.11,0,-0.500,0.300,-0.280,0,[Fe/H],4.56,0.03,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,12.5340000,0.0300000,-0.0300000,14.0207000,0.0002230,-0.0002230,2014-11-18,2014-12-04,2014-11-18
Kepler-1126 c,Kepler-1126,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,199.66453700,0.00293500,-0.00293500,0,0.654100,,,0,1.540,0.660,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,2.07,2.60,-0.47,0,306,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6106.00,152.00,-174.00,0,0.84,0.36,-0.06,0,0.94,0.10,-0.11,0,-0.500,0.300,-0.280,0,[Fe/H],4.56,0.03,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,12.5340000,0.0300000,-0.0300000,14.0207000,0.0002230,-0.0002230,2014-11-18,2014-12-04,2014-11-18
Kepler-1126 c,Kepler-1126,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,199.66453700,0.00293500,-0.00293500,0,0.654100,,,0,1.540,0.660,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,2.07,2.60,-0.47,0,306,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6106.00,152.00,-174.00,0,0.84,0.36,-0.06,0,0.94,0.10,-0.11,0,-0.500,0.300,-0.280,0,[Fe/H],4.56,0.03,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,12.5340000,0.0300000,-0.0300000,14.0207000,0.0002230,-0.0002230,2014-11-21,2014-12-18,2014-11-21
Kepler-1126 c,Kepler-1126,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,199.66453700,0.00293500,-0.00293500,0,0.654100,,,0,1.540,0.660,-0.110,0,,,,,,,,,,,,,,0.000000,,,0,2.07,2.60,-0.47,0,306,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6106.00,152.00,-174.00,0,0.84,0.36,-0.06,0,0.94,0.10,-0.11,0,-0.500,0.300,-0.280,0,[Fe/H],4.56,0.03,-0.31,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m46.07s,285.6919550,+45d41m21.84s,45.6893993,635.7360000,6.7810000,-6.7810000,14.2210000,0.1600000,-0.1600000,12.5340000,0.0300000,-0.0300000,14.0207000,0.0002230,-0.0002230,2015-08-25,2015-09-24,2015-08-25
Kepler-1151 b,Kepler-1151,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,65.64620000,0.00130000,-0.00130000,0,0.312000,,,0,2.290,0.960,-0.960,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,462,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5818.00,97.00,-97.00,0,1.01,0.37,-0.37,0,0.94,0.08,-0.08,0,,,,0,,4.40,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.47s,292.2477819,+47d52m42.33s,47.8784257,682.4360000,10.9630000,-10.9630000,15.0050000,0.0800000,-0.0800000,13.1260000,0.0400000,-0.0400000,14.8569000,0.0003190,-0.0003190,2013-10-28,2014-01-08,2013-10-28
Kepler-1177 b,Kepler-1177,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,106.24788200,0.00190400,-0.00190400,0,0.430100,,,0,2.010,0.270,-0.190,0,,,,,,,,,,,,,,0.000000,,,0,4.75,1.87,-1.14,0,377,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5679.00,101.00,-112.00,0,0.97,0.14,-0.09,0,0.94,0.06,-0.06,0,0.000,0.150,-0.150,0,[Fe/H],4.43,0.08,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m41.16s,286.6714813,+49d24m22.67s,49.4062964,1299.9700000,34.4200000,-32.7200000,14.7730000,0.1370000,-0.1370000,12.9670000,0.0340000,-0.0340000,14.5078000,0.0002660,-0.0002660,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1183 b,Kepler-1183,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,28.50572170,0.00028370,-0.00028370,0,0.179300,,,0,2.550,0.750,-0.260,0,,,,,,,,,,,,,,0.000000,,,0,22.43,20.02,-6.28,0,555,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5712.00,169.00,-169.00,0,0.87,0.26,-0.09,0,0.94,0.10,-0.10,0,-0.100,0.300,-0.300,0,[Fe/H],4.53,0.05,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m55.78s,292.2324228,+38d53m31.90s,38.8921946,1919.1900000,174.3100000,-148.0100000,15.9680000,0.4120000,-0.4120000,14.0060000,0.0630000,-0.0630000,15.8301000,0.0005340,-0.0005340,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1183 b,Kepler-1183,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,28.50571890,0.00030310,-0.00030310,0,0.179300,,,0,2.430,1.050,-0.200,0,,,,,,,,,,,,,,0.000000,,,0,22.43,29.32,-5.53,0,555,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5712.00,168.00,-159.00,0,0.87,0.38,-0.07,0,0.94,0.10,-0.10,0,-0.100,0.260,-0.260,0,[Fe/H],4.53,0.03,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m55.78s,292.2324228,+38d53m31.90s,38.8921946,1919.1900000,174.3100000,-148.0100000,15.9680000,0.4120000,-0.4120000,14.0060000,0.0630000,-0.0630000,15.8301000,0.0005340,-0.0005340,2014-11-21,2014-12-18,2014-11-21
Kepler-1183 b,Kepler-1183,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,28.50571890,0.00030310,-0.00030310,0,0.179300,,,0,2.430,1.050,-0.200,0,,,,,,,,,,,,,,0.000000,,,0,22.43,29.32,-5.53,0,555,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5712.00,168.00,-159.00,0,0.87,0.38,-0.07,0,0.94,0.10,-0.10,0,-0.100,0.260,-0.260,0,[Fe/H],4.53,0.03,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m55.78s,292.2324228,+38d53m31.90s,38.8921946,1919.1900000,174.3100000,-148.0100000,15.9680000,0.4120000,-0.4120000,14.0060000,0.0630000,-0.0630000,15.8301000,0.0005340,-0.0005340,2014-11-18,2014-12-04,2014-11-18
Kepler-1183 b,Kepler-1183,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,28.50571890,0.00030310,-0.00030310,0,0.179300,,,0,2.430,1.050,-0.200,0,,,,,,,,,,,,,,0.000000,,,0,22.43,29.32,-5.53,0,555,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5712.00,168.00,-159.00,0,0.87,0.38,-0.07,0,0.94,0.10,-0.10,0,-0.100,0.260,-0.260,0,[Fe/H],4.53,0.03,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m55.78s,292.2324228,+38d53m31.90s,38.8921946,1919.1900000,174.3100000,-148.0100000,15.9680000,0.4120000,-0.4120000,14.0060000,0.0630000,-0.0630000,15.8301000,0.0005340,-0.0005340,2015-08-25,2015-09-24,2015-08-25
Kepler-1243 b,Kepler-1243,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,16.83192000,0.00030000,-0.00030000,0,0.126000,,,0,1.600,1.300,-1.300,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,694,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5782.00,98.00,-98.00,0,0.93,0.73,-0.73,0,0.94,0.20,-0.20,0,,,,0,,4.47,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m02.26s,294.0093970,+42d52m50.80s,42.8807779,758.1700000,13.5955000,-13.5955000,14.8980000,0.1140000,-0.1140000,13.1680000,0.0310000,-0.0310000,14.8331000,0.0003280,-0.0003280,2013-10-28,2014-01-08,2013-10-28
